register;points;region_1;title;price;province;region_2;variety;winery
1932;87;Barolo                    ;Stroppiana 2008 Vigna San Giacomo  (Barolo)                                                       ;80;Piedmont         ;                 ;Nebbiolo                  ;Stroppiana                     
1960;88;Vermentino di Sardegna    ;Tenute Soletta 2011 Chimera  (Vermentino di Sardegna)                                             ;30;Sicily & Sardinia;                 ;Vermentino                ;Tenute Soletta                 
1972;88;Etna                      ;Cottanera 2011 Barbazzale  (Etna)                                                                 ;14;Sicily & Sardinia;                 ;Red Blend                 ;Cottanera                      
1978;88;Greco di Tufo             ;Mastroberardino 2011  Greco di Tufo                                                               ;25;Southern Italy   ;                 ;Greco                     ;Mastroberardino                
2000;84;Sicilia                   ;Feudi del Pisciotto 2013 Baglio del Sole Inzolia (Sicilia)                                        ;12;Sicily & Sardinia;                 ;Inzolia                   ;Feudi del Pisciotto            
2022;87;Lugana                    ;Selva Capuzza 2012 San Vigilio  (Lugana)                                                          ;               ;Lombardy         ;                 ;Turbiana                  ;Selva Capuzza                  
2028;87;Vigneti delle Dolomiti    ;Mezzacorona 2013 Pinot Grigio (Vigneti delle Dolomiti)                                            ;9;Northeastern Ital;                 ;Pinot Grigio              ;Mezzacorona                    
2030;87;Toscana                   ;Olivi 2008 Memento Red (Toscana)                                                                  ;39;Tuscany          ;                 ;Red Blend                 ;Olivi                          
2036;87;Soave Classico            ;Cantina del Castello 2013 Castello  (Soave Classico)                                              ;15;Veneto           ;                 ;White Blend               ;Cantina del Castello           
2044;92;Barolo                    ;G D Vajra 2006 Bricco delle Viole  (Barolo)                                                       ;75;Piedmont         ;                 ;Nebbiolo                  ;G D Vajra                      
2046;92;Barolo                    ;Gian Piero Marrone 2006 Pichemej  (Barolo)                                                        ;               ;Piedmont         ;                 ;Nebbiolo                  ;Gian Piero Marrone             
2054;92;Barolo                    ;Tenuta Arnulfo 2006 Costa di Bussia  (Barolo)                                                     ;50;Piedmont         ;                 ;Nebbiolo                  ;Tenuta Arnulfo                 
2056;92;Barbaresco                ;Battaglio 2007  Barbaresco                                                                        ;               ;Piedmont         ;                 ;Nebbiolo                  ;Battaglio                      
2058;92;Barolo                    ;Cavalier Bartolomeo 2006 Cannubi San Lorenzo  (Barolo)                                            ;               ;Piedmont         ;                 ;Nebbiolo                  ;Cavalier Bartolomeo            
2060;92;Barolo                    ;Damilano 2006 Cannubi  (Barolo)                                                                   ;76;Piedmont         ;                 ;Nebbiolo                  ;Damilano                       
2072;90;Amarone della Valpolicella;Allegrini 2004  Amarone della Valpolicella Classico                                               ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Allegrini                      
2074;90;Sicilia                   ;Benanti 2005 Lamorèmio Red (Sicilia)                                                              ;45;Sicily & Sardinia;                 ;Red Blend                 ;Benanti                        
2092;87;Alto Adige                ;Tolloy 2007 Pinot Grigio (Alto Adige)                                                             ;13;Northeastern Ital;                 ;Pinot Grigio              ;Tolloy                         
2096;87;Isonzo del Friuli         ;Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli)                               ;29;Northeastern Ital;                 ;Pinot Grigio              ;Ronco del Gelso                
2098;87;Colli Orientali del Friuli;Rocca Bernarda 2006 Vineis White (Colli Orientali del Friuli)                                     ;21;Northeastern Ital;                 ;White Blend               ;Rocca Bernarda                 
2102;87;Colli Trevigiani          ;Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani)                                 ;               ;Northeastern Ital;                 ;Manzoni                   ;Masottina                      
2106;87;Collio                    ;Eugenio Collavini 2007 Villa Canlungo Pinot Grigio (Collio)                                       ;19;Northeastern Ital;                 ;Pinot Grigio              ;Eugenio Collavini              
2108;87;Delle Venezie             ;Folonari 2007 Chardonnay Chardonnay (Delle Venezie)                                               ;12;Northeastern Ital;                 ;Chardonnay                ;Folonari                       
2110;87;Friuli Grave              ;Castello di Porcìa 2006 Pinot Bianco Pinot Bianco (Friuli Grave)                                  ;               ;Northeastern Ital;                 ;Pinot Bianco              ;Castello di Porcìa             
2134;85;Montepulciano d'Abruzzo   ;Carletto 2015  Montepulciano d'Abruzzo                                                            ;10;Central Italy    ;                 ;Montepulciano             ;Carletto                       
